16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
21.000000,5.000000,3.111111,690.521506,38.362306,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
20.000000,17.000000,6.500000,2200.150942,122.230608,1.000000
8.000000,27.000000,2.000000,103.612312,5.756240,1.000000
21.000000,5.000000,3.111111,690.521506,38.362306,1.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,1.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
17.000000,10.000000,5.333333,2281.709967,126.761665,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
6.000000,22.000000,3.157895,469.273889,26.070772,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
17.000000,10.000000,5.333333,2281.709967,126.761665,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,1.000000
11.000000,13.000000,2.777778,389.528946,21.640497,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
20.000000,17.000000,6.500000,2200.150942,122.230608,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
4.000000,0.000000,4.173077,1010.430945,56.135053,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
11.000000,13.000000,2.777778,389.528946,21.640497,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
8.000000,27.000000,2.000000,103.612312,5.756240,1.000000
21.000000,5.000000,3.111111,690.521506,38.362306,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
17.000000,10.000000,5.333333,2281.709967,126.761665,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
2.000000,0.000000,0.000000,0.000000,0.000000,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
34.000000,86.000000,6.346154,6394.837302,355.268739,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
6.000000,2.000000,6.107143,3048.523448,169.362414,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
9.000000,8.000000,5.531915,2613.631143,145.201730,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
17.000000,10.000000,5.333333,2281.709967,126.761665,1.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
8.000000,27.000000,2.000000,103.612312,5.756240,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,1.000000
1.000000,0.000000,0.000000,0.000000,0.000000,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
34.000000,86.000000,6.346154,6394.837302,355.268739,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,1.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
9.000000,8.000000,5.531915,2613.631143,145.201730,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
16.000000,9.000000,2.656250,303.344422,16.852468,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
20.000000,17.000000,6.500000,2200.150942,122.230608,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
4.000000,0.000000,4.173077,1010.430945,56.135053,1.000000
34.000000,11.000000,2.125000,257.154722,14.286373,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,1.000000
54.000000,0.000000,1.100000,166.782743,9.265708,1.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,1.000000
5.000000,0.000000,2.750000,182.647135,10.147063,1.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
4.000000,0.000000,4.173077,1010.430945,56.135053,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
36.000000,133.000000,8.968750,7159.269546,397.737197,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
15.000000,37.000000,4.195122,1601.698691,88.983261,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
4.000000,0.000000,4.173077,1010.430945,56.135053,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
1.000000,39.000000,2.000000,93.209025,5.178279,0.000000
117.000000,217.000000,7.318681,18744.391628,1041.355090,0.000000
13.000000,22.000000,3.500000,358.984245,19.943569,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
20.000000,17.000000,6.500000,2200.150942,122.230608,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
8.000000,27.000000,2.000000,103.612312,5.756240,0.000000
21.000000,5.000000,3.111111,690.521506,38.362306,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
15.000000,37.000000,4.195122,1601.698691,88.983261,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
19.000000,6.000000,3.718750,1022.064654,56.781370,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
21.000000,5.000000,3.111111,690.521506,38.362306,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
11.000000,13.000000,2.777778,389.528946,21.640497,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
9.000000,29.000000,1.000000,18.094738,1.005263,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
17.000000,10.000000,5.333333,2281.709967,126.761665,0.000000
9.000000,8.000000,5.531915,2613.631143,145.201730,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
8.000000,27.000000,2.000000,103.612312,5.756240,0.000000
21.000000,5.000000,3.111111,690.521506,38.362306,0.000000
20.000000,17.000000,6.500000,2200.150942,122.230608,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
21.000000,5.000000,3.111111,690.521506,38.362306,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
21.000000,5.000000,3.111111,690.521506,38.362306,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
8.000000,3.000000,2.363636,184.689374,10.260521,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
21.000000,5.000000,3.111111,690.521506,38.362306,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
9.000000,29.000000,1.000000,18.094738,1.005263,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
19.000000,6.000000,3.718750,1022.064654,56.781370,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
18.000000,9.000000,3.500000,322.835331,17.935296,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.000000,0.000000,3.882353,614.672242,34.148458,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
14.000000,0.000000,8.188312,7920.440172,440.024454,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
34.000000,86.000000,6.346154,6394.837302,355.268739,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
166.000000,55.000000,8.078853,33433.139372,1857.396632,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
20.000000,17.000000,6.500000,2200.150942,122.230608,0.000000
54.000000,0.000000,1.100000,166.782743,9.265708,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
9.000000,9.000000,4.769231,1188.900932,66.050052,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
3.000000,0.000000,3.882353,614.672242,34.148458,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
3.000000,0.000000,3.882353,614.672242,34.148458,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
275.000000,84.000000,9.946058,33943.736089,1885.763116,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
5.000000,0.000000,2.750000,182.647135,10.147063,0.000000
34.000000,11.000000,2.125000,257.154722,14.286373,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
30.000000,19.000000,7.939024,7632.613974,424.034110,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
39.000000,2.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
92.000000,119.000000,9.893617,17508.908914,972.717162,0.000000
14.000000,0.000000,4.833333,1135.833333,63.101852,0.000000
2.000000,0.000000,0.000000,0.000000,0.000000,0.000000
16.000000,9.000000,2.656250,303.344422,16.852468,0.000000
