848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
773.000000,441.000000,102.000000,156.000000,261.000000,173.000000,403.000000,1206.009614,2996.155176,42608.783701,2367.154650,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
49.000000,29.000000,7.000000,6.000000,6.000000,9.000000,9.000000,20.264663,28.529325,42.793988,2.377444,1.000000
171.000000,116.000000,55.000000,78.000000,108.000000,92.000000,167.000000,543.564342,1089.434847,10559.137745,586.618764,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
210.000000,93.000000,10.000000,26.000000,32.000000,36.000000,49.000000,155.430714,253.326325,1558.931231,86.607291,1.000000
441.000000,301.000000,107.000000,239.000000,320.000000,255.000000,485.000000,1952.307167,3877.261417,41530.498859,2307.249937,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,0.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
195.000000,96.000000,26.000000,24.000000,27.000000,29.000000,42.000000,121.648740,204.035202,573.849005,31.880500,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,0.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
195.000000,96.000000,26.000000,24.000000,27.000000,29.000000,42.000000,121.648740,204.035202,573.849005,31.880500,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
195.000000,96.000000,26.000000,24.000000,27.000000,29.000000,42.000000,121.648740,204.035202,573.849005,31.880500,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,0.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
195.000000,96.000000,26.000000,24.000000,27.000000,29.000000,42.000000,121.648740,204.035202,573.849005,31.880500,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
210.000000,93.000000,10.000000,26.000000,32.000000,36.000000,49.000000,155.430714,253.326325,1558.931231,86.607291,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
254.000000,169.000000,88.000000,102.000000,166.000000,113.000000,251.000000,718.641133,1711.864920,15322.869329,851.270518,1.000000
382.000000,241.000000,88.000000,236.000000,327.000000,253.000000,500.000000,1929.790628,3991.496787,47010.022544,2611.667919,1.000000
773.000000,441.000000,102.000000,156.000000,261.000000,173.000000,403.000000,1206.009614,2996.155176,42608.783701,2367.154650,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
254.000000,169.000000,88.000000,102.000000,166.000000,113.000000,251.000000,718.641133,1711.864920,15322.869329,851.270518,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
254.000000,169.000000,88.000000,102.000000,166.000000,113.000000,251.000000,718.641133,1711.864920,15322.869329,851.270518,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
210.000000,93.000000,10.000000,26.000000,32.000000,36.000000,49.000000,155.430714,253.326325,1558.931231,86.607291,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,0.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
441.000000,301.000000,107.000000,239.000000,320.000000,255.000000,485.000000,1952.307167,3877.261417,41530.498859,2307.249937,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
480.000000,333.000000,77.000000,178.000000,231.000000,197.000000,352.000000,1411.391173,2682.962240,33077.306948,1837.628164,0.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
773.000000,441.000000,102.000000,156.000000,261.000000,173.000000,403.000000,1206.009614,2996.155176,42608.783701,2367.154650,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
936.000000,560.000000,156.000000,111.000000,144.000000,128.000000,223.000000,823.667029,1561.000000,17213.189189,956.288288,1.000000
195.000000,96.000000,26.000000,24.000000,27.000000,29.000000,42.000000,121.648740,204.035202,573.849005,31.880500,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
438.000000,291.000000,119.000000,134.000000,164.000000,153.000000,250.000000,1027.566574,1814.346961,21095.168393,1171.953800,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
130.000000,87.000000,25.000000,47.000000,62.000000,60.000000,96.000000,309.171392,567.061497,4862.250710,270.125039,1.000000
773.000000,441.000000,102.000000,156.000000,261.000000,173.000000,403.000000,1206.009614,2996.155176,42608.783701,2367.154650,1.000000
171.000000,116.000000,55.000000,78.000000,108.000000,92.000000,167.000000,543.564342,1089.434847,10559.137745,586.618764,1.000000
70.000000,49.000000,28.000000,30.000000,42.000000,41.000000,63.000000,185.260466,337.525776,2598.948477,144.386027,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
195.000000,96.000000,26.000000,24.000000,27.000000,29.000000,42.000000,121.648740,204.035202,573.849005,31.880500,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
1064.000000,745.000000,245.000000,181.000000,289.000000,201.000000,438.000000,1443.910667,3351.160641,53507.482054,2972.637892,1.000000
486.000000,348.000000,131.000000,174.000000,236.000000,192.000000,367.000000,1370.130818,2783.681238,33980.108902,1887.783828,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
126.000000,75.000000,9.000000,31.000000,48.000000,36.000000,72.000000,165.189726,372.234600,1440.908129,80.050452,0.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
848.000000,480.000000,208.000000,269.000000,433.000000,290.000000,670.000000,2263.462041,5480.539090,92629.260127,5146.070007,1.000000
312.000000,195.000000,87.000000,101.000000,131.000000,116.000000,198.000000,731.082719,1357.880237,13209.082504,733.837917,1.000000
1289.000000,861.000000,299.000000,488.000000,582.000000,509.000000,886.000000,4450.438487,7966.488356,99760.676929,5542.259829,1.000000
513.000000,378.000000,78.000000,136.000000,203.000000,154.000000,308.000000,1038.953596,2238.170255,30067.184228,1670.399124,1.000000
