256.000000,167.000000,161.000000,51.000000,54.000000,107.000000,161.000000,11611.908437,645.106024,1.000000
698.000000,406.000000,497.000000,71.000000,142.000000,269.000000,411.000000,45688.807085,2538.267060,1.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,1.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
316.000000,234.000000,228.000000,14.000000,53.000000,99.000000,152.000000,10580.690444,587.816136,1.000000
54.000000,25.000000,36.000000,9.000000,4.000000,7.000000,11.000000,54.811814,3.045101,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
244.000000,135.000000,166.000000,3.000000,28.000000,54.000000,82.000000,2504.334210,139.129678,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,1.000000
259.000000,168.000000,214.000000,0.000000,27.000000,51.000000,78.000000,2699.565381,149.975854,1.000000
45.000000,34.000000,34.000000,0.000000,4.000000,7.000000,11.000000,76.107496,4.228194,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
986.000000,577.000000,559.000000,213.000000,124.000000,231.000000,355.000000,29876.677821,1659.815434,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,1.000000
150.000000,111.000000,97.000000,15.000000,8.000000,15.000000,23.000000,276.658486,15.369916,1.000000
244.000000,135.000000,166.000000,3.000000,28.000000,54.000000,82.000000,2504.334210,139.129678,1.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
190.000000,110.000000,136.000000,13.000000,14.000000,26.000000,40.000000,962.342902,53.463495,0.000000
259.000000,168.000000,214.000000,0.000000,27.000000,51.000000,78.000000,2699.565381,149.975854,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
244.000000,135.000000,166.000000,3.000000,28.000000,54.000000,82.000000,2504.334210,139.129678,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
452.000000,210.000000,240.000000,107.000000,43.000000,86.000000,129.000000,6144.363335,341.353519,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1745.000000,821.000000,1240.000000,108.000000,377.000000,739.000000,1116.000000,134380.653714,7465.591873,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1745.000000,821.000000,1240.000000,108.000000,377.000000,739.000000,1116.000000,134380.653714,7465.591873,0.000000
1007.000000,531.000000,672.000000,70.000000,317.000000,631.000000,948.000000,96809.636939,5378.313163,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1007.000000,531.000000,672.000000,70.000000,317.000000,631.000000,948.000000,96809.636939,5378.313163,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
265.000000,109.000000,220.000000,10.000000,8.000000,16.000000,24.000000,291.286458,16.182581,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
452.000000,210.000000,240.000000,107.000000,43.000000,86.000000,129.000000,6144.363335,341.353519,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
244.000000,135.000000,166.000000,3.000000,28.000000,54.000000,82.000000,2504.334210,139.129678,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
265.000000,109.000000,220.000000,10.000000,8.000000,16.000000,24.000000,291.286458,16.182581,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
986.000000,577.000000,559.000000,213.000000,124.000000,231.000000,355.000000,29876.677821,1659.815434,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
1745.000000,821.000000,1240.000000,108.000000,377.000000,739.000000,1116.000000,134380.653714,7465.591873,0.000000
244.000000,135.000000,166.000000,3.000000,28.000000,54.000000,82.000000,2504.334210,139.129678,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
259.000000,168.000000,214.000000,0.000000,27.000000,51.000000,78.000000,2699.565381,149.975854,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
433.000000,237.000000,290.000000,53.000000,40.000000,75.000000,115.000000,5289.896923,293.883162,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
415.000000,240.000000,280.000000,52.000000,98.000000,187.000000,285.000000,22860.490701,1270.027261,0.000000
218.000000,55.000000,78.000000,0.000000,4.000000,8.000000,12.000000,22.458839,1.247713,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
122.000000,75.000000,82.000000,7.000000,25.000000,47.000000,72.000000,1967.550912,109.308384,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
2534.000000,1049.000000,1290.000000,563.000000,526.000000,1011.000000,1537.000000,191387.148192,10632.619344,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
122.000000,75.000000,82.000000,7.000000,25.000000,47.000000,72.000000,1967.550912,109.308384,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
265.000000,109.000000,220.000000,10.000000,8.000000,16.000000,24.000000,291.286458,16.182581,0.000000
88.000000,137.000000,73.000000,0.000000,4.000000,8.000000,12.000000,86.039100,4.779950,0.000000
1605.000000,668.000000,1257.000000,126.000000,202.000000,386.000000,588.000000,54031.542162,3001.752342,0.000000
411.000000,218.000000,226.000000,71.000000,46.000000,72.000000,118.000000,4939.955335,274.441963,0.000000
